1581549492098,4151,2420465,23,2424515,20,2422349,43
1581549852101,4151,2420448,22,2424444,20,2422351,42
1581550212103,4151,2420400,22,2424458,21,2422382,43
1581550572105,4151,2420314,24,2424430,29,2422566,53
1581550932106,4151,2420274,21,2424427,31,2422750,52
1581551292107,4151,2420283,19,2424355,29,2422743,48
1581551652108,4151,2420289,16,2424311,28,2422848,44
1581552012112,4151,2420276,14,2424270,28,2422939,42
1581552372112,4151,2420389,15,2424430,22,2422792,37
1581552732113,4151,2420434,14,2424447,22,2422886,36
1581553092114,4151,2420441,14,2424478,19,2422766,33
1581553452114,4151,2420402,13,2424482,17,2422714,30
1581553812126,4151,2420480,12,2424482,17,2422826,29
1581554172122,4151,2420587,12,2424445,19,2422952,31
1581554532122,4151,2420900,10,2424388,8,2422450,18
1581554892122,4151,2420947,12,2424518,10,2422570,22
1581555252123,4151,2420947,12,2424831,12,2422889,24
1581555612126,4151,2420947,12,2424956,12,2422951,24
1581555972130,4151,2421315,12,2424862,15,2423286,27
1581556332129,4151,2421315,12,2424873,16,2423348,28
1581556692130,4151,2421519,12,2424872,17,2423484,29
1581557052131,4151,2421711,20,2424739,20,2423225,40
1581557412131,4151,2421747,24,2424697,21,2423123,45
1581557772134,4151,2421852,25,2424797,18,2423085,43
1581558132134,4151,2421970,25,2424857,20,2423253,45
1581558492136,4151,2422039,23,2424954,22,2423464,45
1581558852137,4151,2422079,24,2424875,19,2423314,43
1581559212140,4151,2422210,28,2424963,21,2423390,49
1581559572140,4151,2422320,28,2425056,19,2423426,47
1581559932142,4151,2422513,41,2425068,19,2423322,60
1581560292143,4151,2422545,40,2425081,19,2423362,59
1581560652144,4151,2422790,36,2424964,20,2423566,56
1581561012146,4151,2423181,37,2424589,25,2423749,62
1581561372148,4151,2423179,37,2423891,34,2423520,71
1581561732147,4151,2423206,37,2423829,35,2423509,72
1581562092148,4151,2423465,53,2423458,66,2423461,119
1581562452150,4151,2423666,73,2423429,79,2423543,152
1581562812151,4151,2423784,85,2423332,88,2423554,173
1581563172153,4151,2423841,101,2423332,91,2423600,192
1581563532156,4151,2423925,92,2423302,90,2423617,182
1581563892157,4151,2423912,94,2423288,90,2423607,184
1581564252158,4151,2423924,90,2423271,87,2423603,177
1581564612160,4151,2423897,84,2423307,84,2423602,168
1581564972166,4151,2423946,82,2423956,149,2423952,231
1581565332165,4151,2423965,80,2423952,146,2423956,226
1581565692166,4151,2423943,65,2424160,116,2424082,181
1581566052172,4151,2423829,44,2424275,105,2424144,149
1581566412174,4151,2423647,29,2424410,95,2424231,124
1581566772174,4151,2423151,14,2424435,92,2424266,106
1581567132174,4151,2423286,10,2424439,93,2424327,103
1581567492175,4151,2423374,8,2424440,93,2424356,101
1581567852179,4151,2423419,10,2424452,92,2424351,102
1581568212179,4151,2423426,11,2424461,89,2424347,100
1581568572180,4151,2423466,12,2424412,16,2424006,28
1581568932184,4151,2423466,12,2424437,19,2424061,31
1581569292183,4151,2423466,12,2425102,20,2424488,32
1581569652187,4151,2423482,11,2425169,18,2424529,29
1581570012195,4151,2423510,13,2426018,18,2424966,31
1581570372201,4151,2423560,11,2426884,18,2425623,29
1581570732200,4151,2423560,11,2427185,16,2425708,27
1581571092202,4151,2423688,13,2427195,17,2425675,30
1581571452202,4151,2423806,13,2426907,21,2425721,34
1581571812204,4151,2423874,13,2426822,23,2425757,36
1581572172206,4151,2423991,13,2426954,25,2425940,38
1581572532206,4151,2424009,14,2427065,24,2425939,38
1581572892207,4151,2424009,14,2427127,19,2425804,33
1581573252208,4151,2424016,15,2427770,20,2426161,35
1581573612209,4151,2424141,13,2426993,20,2425869,33
1581573972210,4151,2424191,16,2426230,20,2425323,36
1581574332210,4151,2424191,16,2426156,21,2425306,37
1581574692213,4151,2424220,15,2426123,20,2425308,35
1581575052214,4151,2424202,14,2426017,20,2425270,34
1581575412215,4151,2424190,15,2425997,19,2425200,34
1581575772217,4151,2424229,16,2425939,16,2425084,32
1581576132218,4151,2424229,15,2426182,16,2425237,31
1581576492229,4151,2424229,15,2426182,16,2425237,31
1581576852227,4151,2424237,14,2425325,17,2424834,31
1581577212230,4151,2424237,13,2425510,16,2424939,29
1581577572232,4151,2424332,9,2425792,17,2425287,26
1581577932231,4151,2424332,9,2425862,16,2425311,25
1581578292233,4151,2424343,7,2425953,16,2425463,23
1581578652234,4151,2424355,6,2426158,13,2425588,19
1581579012236,4151,2424472,5,2426217,12,2425704,17
1581579372236,4151,2424717,5,2426306,12,2425838,17
1581579732237,4151,2424717,5,2426355,14,2425924,19
1581580092238,4151,2424717,5,2426355,14,2425924,19
1581580452239,4151,2424786,6,2426477,13,2425943,19
1581580812242,4151,2424786,6,2426485,13,2425948,19
1581581172242,4151,2424894,6,2426489,11,2425926,17
1581581532244,4151,2425052,7,2426489,11,2425930,18
1581581892245,4151,2425073,8,2426664,9,2425915,17
1581582252246,4151,2425092,9,2426715,11,2425985,20
1581582612254,4151,2425150,8,2426715,11,2426056,19
1581582972255,4151,2425324,7,2426838,10,2426215,17
1581583332256,4151,2425324,7,2426928,8,2426180,15
1581583692256,4151,2425210,9,2426928,8,2426018,17
1581584052260,4151,2425220,8,2426941,7,2426023,15
1581584412258,4151,2425245,10,2426951,7,2425948,17
1581584772260,4151,2425279,11,2426957,7,2425932,18
1581585132262,4151,2425207,10,2426902,8,2425960,18
1581585492262,4151,2425206,9,2426873,9,2426039,18
1581585852263,4151,2425245,9,2426787,9,2426016,18
1581586212265,4151,2425245,9,2426787,9,2426016,18
1581586572266,4151,2425231,10,2426748,8,2425905,18
1581586932266,4151,2425231,10,2426719,6,2425789,16
1581587292268,4151,2425318,9,2426719,6,2425878,15
1581587652269,4151,2425303,10,2426615,7,2425843,17
1581588012271,4151,2425293,8,2426559,7,2425884,15
1581588372272,4151,2425255,8,2426473,6,2425777,14
1581588732273,4151,2425255,8,2426267,7,2425727,15
1581589092276,4151,2425255,8,2426205,6,2425662,14
1581589452276,4151,2425206,7,2426017,5,2425544,12
1581589812277,4151,2425206,7,2426009,6,2425577,13
1581590172278,4151,2425167,4,2426009,6,2425673,10
1581590532280,4151,2425167,4,2426009,6,2425673,10
1581590892281,4151,2425150,4,2426016,7,2425701,11
1581591252284,4151,2425142,3,2426589,7,2426155,10
1581591612283,4151,2422856,4,2431955,10,2429355,14
1581591972286,4151,2420551,2,2431176,12,2429658,14
1581592332286,4151,2420551,2,2432960,11,2431051,13
1581592692287,4151,2419526,4,2432960,11,2429378,15
1581593052287,4151,2422213,5,2432776,17,2430375,22
1581593412289,4151,2419895,13,2433201,16,2427236,29
1581593772295,4151,2419776,15,2433201,16,2426705,31
1581594132293,4151,2419776,15,2433201,16,2426705,31
1581594492294,4151,2419396,14,2432428,16,2426346,30
1581594852294,4151,2419177,15,2431166,18,2425717,33
1581595212295,4151,2419404,14,2427646,15,2423667,29
1581595572297,4151,2419008,15,2428580,14,2423629,29
1581595932297,4151,2417948,17,2427701,13,2422175,30
1581596292299,4151,2417874,15,2427701,13,2422437,28
1581596652303,4151,2416480,15,2423254,6,2418415,21
1581597012302,4151,2414232,7,2423254,6,2418396,13
1581597372302,4151,2413265,9,2422912,9,2418089,18
1581597732303,4151,2413338,10,2422912,9,2417873,19
1581598092303,4151,2413449,12,2421585,13,2417680,25
1581598452304,4151,2413328,13,2419652,14,2416607,27
1581598812306,4151,2413328,13,2420683,14,2417142,27
1581599172307,4151,2413443,14,2419612,14,2416527,28
1581599532308,4151,2414017,12,2419612,14,2417030,26
1581599892315,4151,2414043,14,2419965,15,2417106,29
1581600252316,4151,2414197,14,2419965,15,2417181,29
1581600612318,4151,2414244,15,2420217,16,2417327,31
1581600972319,4151,2414177,13,2419753,13,2416965,26
1581601332321,4151,2414214,14,2419753,13,2416881,27
1581601692323,4151,2414250,12,2421087,8,2416985,20
1581602052324,4151,2414300,10,2424407,5,2417669,15
1581602412325,4151,2414300,12,2422319,6,2416973,18
1581602772325,4151,2414366,12,2421783,5,2416548,17
1581603132327,4151,2414415,13,2421485,6,2416648,19
1581603492328,4151,2414500,12,2420800,5,2416353,17
1581603852328,4151,2414527,11,2420666,6,2416694,17
1581604212332,4151,2414490,10,2419428,7,2416523,17
1581604572331,4151,2414611,9,2419390,11,2417239,20
1581604932331,4151,2414756,9,2419274,12,2417338,21
1581605292333,4151,2415280,10,2419274,12,2417459,22
1581605652334,4151,2415255,11,2419208,11,2417232,22
1581606012335,4151,2415468,9,2420429,10,2418079,19
1581606372338,4151,2415579,9,2423357,12,2420024,21
1581606732338,4151,2416052,25,2423663,11,2418378,36
1581607092340,4151,2416020,25,2423174,12,2418340,37
1581607452340,4151,2415950,26,2423463,11,2418184,37
1581607812341,4151,2415950,26,2423372,11,2418157,37
1581608172342,4151,2415320,33,2423165,9,2417001,42
1581608532343,4151,2414970,40,2422687,9,2416388,49
1581608892344,4151,2414841,39,2421697,10,2416241,49
1581609252345,4151,2414345,40,2421697,10,2415816,50
1581609612345,4151,2414345,40,2420441,9,2415465,49
1581609972347,4151,2413983,41,2414568,13,2414124,54
1581610332353,4151,2412383,24,2414456,14,2413147,38
1581610692352,4151,2412304,23,2414113,14,2412989,37
1581611052352,4151,2412218,22,2414113,14,2412955,36
1581611412356,4151,2412218,22,2413560,13,2412717,35
1581611772358,4151,2411033,24,2409226,19,2410234,43
1581612132355,4151,2409753,18,2410216,20,2409997,38
1581612492357,4151,2409753,18,2410262,20,2410021,38
1581612852358,4151,2410348,16,2410262,20,2410300,36
1581613212359,4151,2410335,18,2411012,23,2410715,41
1581613572360,4151,2409871,20,2410607,20,2410239,40
1581613932360,4151,2409745,22,2410642,20,2410172,42
1581614292363,4151,2409745,22,2410667,20,2410184,42
1581614652362,4151,2409709,23,2411029,22,2410354,45
1581615012364,4151,2409787,20,2413831,21,2411858,41
1581615372364,4151,2409414,27,2415122,20,2411843,47
1581615732366,4151,2409177,25,2414389,19,2411427,44
1581616452369,4151,2409529,28,2414476,20,2411590,48
1581616812369,4151,2409474,26,2414204,17,2411344,43
1581617172372,4151,2410121,24,2414522,18,2412007,42
1581617532370,4151,2410270,22,2414571,17,2412145,39
1581617892372,4151,2410254,24,2414554,18,2412097,42
1581618252373,4151,2410313,23,2414801,18,2412283,41
1581618612377,4151,2410166,24,2414437,15,2411809,39
1581618972374,4151,2412085,17,2414284,14,2413078,31
1581619332376,4151,2412262,16,2413994,17,2413154,33
1581619692377,4151,2412201,15,2413708,19,2413043,34
1581620052378,4151,2412108,19,2413692,18,2412879,37
1581620412380,4151,2412091,20,2413777,19,2412912,39
1581620772379,4151,2411802,22,2413634,18,2412626,40
1581621132382,4151,2411852,25,2413728,20,2412686,45
1581621492382,4151,2411976,24,2413711,21,2412786,45
1581621852384,4151,2411976,24,2413379,19,2412596,43
1581622212388,4151,2412181,21,2413752,21,2412966,42
1581622572385,4151,2411746,18,2413752,21,2412826,39
1581622932388,4151,2411849,19,2413959,18,2412875,37
1581623292388,4151,2411891,19,2414139,16,2412919,35
1581623652389,4151,2411800,14,2414066,18,2413075,32
1581624012390,4151,2411768,14,2413993,17,2412988,31
1581624372393,4151,2413253,33,2413785,17,2413434,50
1581624732394,4151,2413158,33,2413525,20,2413297,53
1581625092393,4151,2413216,32,2413496,19,2413321,51
1581625452395,4151,2413159,33,2413509,25,2413310,58
1581625812398,4151,2413186,37,2413491,24,2413306,61
1581626172398,4151,2413190,37,2413603,26,2413361,63
1581626532399,4151,2413176,36,2413607,26,2413357,62
1581626892401,4151,2413210,36,2413908,37,2413564,73
1581627252400,4151,2413196,37,2413968,37,2413582,74
1581627612402,4151,2413221,38,2413989,38,2413605,76
1581627972404,4151,2412490,15,2414131,39,2413675,54
1581628332404,4151,2412819,12,2414289,34,2413905,46
1581628692405,4151,2412848,13,2414335,32,2413906,45
1581629052406,4151,2412982,13,2414528,30,2414061,43
1581629412409,4151,2412790,9,2414598,27,2414146,36
1581629772408,4151,2412856,7,2414618,27,2414255,34
1581630132410,4151,2412957,9,2414694,35,2414339,44
1581630492411,4151,2413137,10,2414798,24,2414310,34
1581630852418,4151,2413169,11,2414727,26,2414264,37
1581631212416,4151,2413235,13,2414704,26,2414214,39
1581631572419,4151,2413235,13,2414704,26,2414214,39
1581631932419,4151,2413263,15,2414672,25,2414144,40
1581632292420,4151,2413287,16,2414672,24,2414118,40
1581632652420,4151,2413336,18,2414667,25,2414110,43
1581633012424,4151,2413358,21,2414611,28,2414074,49
1581633372432,4151,2413376,25,2414602,28,2414024,53
1581633732425,4151,2413390,25,2414487,21,2413891,46
1581634092425,4151,2413367,23,2414463,23,2413915,46
1581634452428,4151,2413393,21,2414532,20,2413949,41
1581634812428,4151,2413445,21,2414577,23,2414036,44
1581635172430,4151,2413519,22,2414565,23,2414054,45
1581635532430,4151,2413531,22,2414562,22,2414046,44
1581635892431,4151,2413542,20,2414562,22,2414076,42
1581636252433,4151,2413553,19,2414540,21,2414071,40
1581636612433,4151,2413577,20,2414589,20,2414083,40
1581636972434,4151,2413599,19,2414548,26,2414147,45
1581637332441,4151,2413627,21,2414542,25,2414125,46
1581637692439,4151,2413636,28,2414551,22,2414039,50
1581638052441,4151,2413636,28,2414527,23,2414038,51
1581638412443,4151,2413661,27,2414478,21,2414019,48
1581638772445,4151,2413659,25,2414476,23,2414050,48
1581639132444,4151,2413658,24,2414464,22,2414043,46
1581639492447,4151,2413674,28,2414464,22,2414021,50
1581639852447,4151,2413683,27,2414469,19,2414007,46
1581640212450,4151,2413692,23,2414472,18,2414035,41
1581640572449,4151,2413719,24,2414531,12,2413990,36
1581640932451,4151,2413726,21,2414534,11,2414004,32
1581641292453,4151,2413757,14,2414534,12,2414115,26
1581641652454,4151,2413777,17,2414558,13,2414115,30
1581642012456,4151,2413789,16,2414584,14,2414160,30
1581642372458,4151,2413833,22,2414624,16,2414166,38
1581642732461,4151,2413842,24,2414599,20,2414186,44
1581643092461,4151,2413861,21,2414599,22,2414239,43
1581643452461,4151,2413882,22,2414601,23,2414249,45
1581643812464,4151,2413913,28,2414610,24,2414235,52
1581644172463,4151,2413938,24,2414592,21,2414243,45
1581644532465,4151,2413950,24,2414592,21,2414249,45
1581644892465,4151,2413950,24,2414592,21,2414249,45
1581645252467,4151,2413961,21,2414594,22,2414285,43
1581645612468,4151,2413967,21,2414591,23,2414293,44
1581645972469,4151,2414007,14,2414580,23,2414363,37
1581646332469,4151,2414023,13,2414598,20,2414371,33
1581646692471,4151,2414032,13,2414587,20,2414368,33
1581647052472,4151,2414044,14,2414584,19,2414355,33
1581647412475,4151,2414070,12,2414574,20,2414385,32
1581647772474,4151,2414079,15,2414571,22,2414371,37
1581648132476,4151,2414095,16,2414572,23,2414376,39
1581648492477,4151,2414095,16,2414580,24,2414386,40
1581648852478,4151,2414095,16,2414577,20,2414362,36
1581649212479,4151,2414106,16,2414594,21,2414383,37
1581649572482,4151,2414125,17,2414613,18,2414376,35
1581649932482,4151,2414140,18,2414612,20,2414389,38
1581650292483,4151,2414161,18,2414623,19,2414398,37
1581650652484,4151,2414170,16,2414623,21,2414427,37
1581651012487,4151,2414199,13,2414635,20,2414463,33
1581651372487,4151,2414236,14,2414643,19,2414471,33
1581651732488,4151,2414248,13,2414643,21,2414492,34
1581652092490,4151,2414248,13,2414641,19,2414481,32
1581652452490,4151,2414248,13,2414642,20,2414487,33
1581652812492,4151,2414254,13,2414641,17,2414473,30
1581653172492,4151,2414264,12,2414629,16,2414473,28
1581653532493,4151,2414282,13,2414635,17,2414482,30
1581653892497,4151,2414285,11,2414635,18,2414502,29
